Sea_Name,Date,Sea_Level_MM
Mediterranean,2013-04-01 00:00:00,49.28
Nino,2013-04-01 00:00:00,27.76
North Pacific,2013-04-01 00:00:00,-18.53
North Sea,2013-04-01 00:00:00,1.44
Pacific Ocean,2013-04-01 00:00:00,25.9
Persian Gulf,2013-04-01 00:00:00,35.43
Sea Japan,2013-04-01 00:00:00,-41.67
Sea Okhotsk,2013-04-01 00:00:00,-16.99
Southern Ocean,2013-04-01 00:00:00,66.19
Tropics,2013-04-01 00:00:00,37.51
World,2013-04-01 00:00:00,35.56
Adriatic Sea,2013-04-02 00:00:00,100.49
Andaman Sea,2013-04-02 00:00:00,-32.49
Adriatic Sea,2013-04-09 00:00:00,91.09
Baltic Sea,2013-04-10 00:00:00,-243.9
South China,2013-04-10 00:00:00,63.87
Arabian Sea,2013-04-11 00:00:00,98.49
Atlantic Ocean,2013-04-11 00:00:00,23.55
Bay Bengal,2013-04-11 00:00:00,41.74
Bering Sea,2013-04-11 00:00:00,-13.78
Indian Ocean,2013-04-11 00:00:00,48.78
Indonesian,2013-04-11 00:00:00,138.81
Nino,2013-04-11 00:00:00,21.06
North Atlantic,2013-04-11 00:00:00,-52.51
North Pacific,2013-04-11 00:00:00,-15.43
North Sea,2013-04-11 00:00:00,-38.76
Pacific Ocean,2013-04-11 00:00:00,27.9
Southern Ocean,2013-04-11 00:00:00,65.99
Tropics,2013-04-11 00:00:00,33.11
World,2013-04-11 00:00:00,32.16
Yellow Sea,2013-04-11 00:00:00,-33.09
Andaman Sea,2013-04-12 00:00:00,-3.39
Caribbean Sea,2013-04-12 00:00:00,9.02
Gulf Mexico,2013-04-12 00:00:00,-5.7
Mediterranean,2013-04-12 00:00:00,32.18
Sea Japan,2013-04-12 00:00:00,-45.97
Sea Okhotsk,2013-04-12 00:00:00,0.21
Persian Gulf,2013-04-14 00:00:00,20.93
Andaman Sea,2013-04-17 00:00:00,53.05
Arabian Sea,2013-04-17 00:00:00,95.88
Baltic Sea,2013-04-17 00:00:00,-199.95
Bay Bengal,2013-04-17 00:00:00,48.77
Gulf Mexico,2013-04-17 00:00:00,2.96
Indian Ocean,2013-04-17 00:00:00,38.52
Mediterranean,2013-04-17 00:00:00,-21.77
North Sea,2013-04-17 00:00:00,0.99
Persian Gulf,2013-04-17 00:00:00,10.13
Sea Japan,2013-04-17 00:00:00,-9.5
South China,2013-04-17 00:00:00,47.49
Adriatic Sea,2013-04-18 00:00:00,-20.27
Atlantic Ocean,2013-04-18 00:00:00,29.82
Bering Sea,2013-04-18 00:00:00,-1.28
Caribbean Sea,2013-04-18 00:00:00,17.54
Indonesian,2013-04-18 00:00:00,151.78
Nino,2013-04-18 00:00:00,28.27
North Atlantic,2013-04-18 00:00:00,-29.99
North Pacific,2013-04-18 00:00:00,-5.79
Pacific Ocean,2013-04-18 00:00:00,30.56
Sea Okhotsk,2013-04-18 00:00:00,5.92
Southern Ocean,2013-04-18 00:00:00,55.46
Tropics,2013-04-18 00:00:00,38.25
World,2013-04-18 00:00:00,33.34
Yellow Sea,2013-04-18 00:00:00,-1.64
Adriatic Sea,2013-04-19 00:00:00,-37.01
Andaman Sea,2013-04-22 00:00:00,44.61
Atlantic Ocean,2013-04-22 00:00:00,26.65
Bay Bengal,2013-04-22 00:00:00,70.04
Caribbean Sea,2013-04-22 00:00:00,8.72
Gulf Mexico,2013-04-22 00:00:00,0.3
Indian Ocean,2013-04-22 00:00:00,39.58
Indonesian,2013-04-22 00:00:00,132.51
Nino,2013-04-22 00:00:00,21.66
North Atlantic,2013-04-22 00:00:00,-27.01
Pacific Ocean,2013-04-22 00:00:00,24.4
South China,2013-04-22 00:00:00,35.37
Southern Ocean,2013-04-22 00:00:00,53.99
Tropics,2013-04-22 00:00:00,32.21
World,2013-04-22 00:00:00,29.46
Yellow Sea,2013-04-22 00:00:00,-4.39
Arabian Sea,2013-04-23 00:00:00,97.69
Baltic Sea,2013-04-23 00:00:00,-106.6
Bering Sea,2013-04-23 00:00:00,5.42
Mediterranean,2013-04-23 00:00:00,-81.22
North Pacific,2013-04-23 00:00:00,-8.73
North Sea,2013-04-23 00:00:00,3.54
Persian Gulf,2013-04-23 00:00:00,6.83
Sea Japan,2013-04-23 00:00:00,10.33
Sea Okhotsk,2013-04-23 00:00:00,24.91
Andaman Sea,2013-04-27 00:00:00,76.15
Arabian Sea,2013-04-27 00:00:00,120.58
Baltic Sea,2013-04-27 00:00:00,-48.05
Bay Bengal,2013-04-27 00:00:00,84.47
Gulf Mexico,2013-04-27 00:00:00,17.06
Indian Ocean,2013-04-27 00:00:00,50.02
Indonesian,2013-04-27 00:00:00,134.68
Mediterranean,2013-04-27 00:00:00,-70.07
Nino,2013-04-27 00:00:00,32.57
North Sea,2013-04-27 00:00:00,-28.01
Pacific Ocean,2013-04-27 00:00:00,29.36
Persian Gulf,2013-04-27 00:00:00,-12.57
Sea Japan,2013-04-27 00:00:00,26.5
Sea Okhotsk,2013-04-27 00:00:00,15.12
South China,2013-04-27 00:00:00,64.39
Southern Ocean,2013-04-27 00:00:00,55.66
Tropics,2013-04-27 00:00:00,43.05
World,2013-04-27 00:00:00,35.84
Adriatic Sea,2013-04-28 00:00:00,-56.27
Atlantic Ocean,2013-04-28 00:00:00,30.22
Bering Sea,2013-04-28 00:00:00,-3.58
Caribbean Sea,2013-04-28 00:00:00,19.84
North Atlantic,2013-04-28 00:00:00,-21.79
North Pacific,2013-04-28 00:00:00,-11.29
Yellow Sea,2013-04-28 00:00:00,12.66
Bay Bengal,2013-04-29 00:00:00,111.44
South China,2013-04-29 00:00:00,49.27
Adriatic Sea,2013-04-30 00:00:00,-63.91
Andaman Sea,2013-04-30 00:00:00,93.01
Arabian Sea,2013-04-30 00:00:00,146.99
Atlantic Ocean,2013-04-30 00:00:00,26.85
Baltic Sea,2013-04-30 00:00:00,-31.0
Bering Sea,2013-04-30 00:00:00,-1.78
Caribbean Sea,2013-04-30 00:00:00,29.52
Gulf Mexico,2013-04-30 00:00:00,11.7
Indian Ocean,2013-04-30 00:00:00,45.78
Indonesian,2013-04-30 00:00:00,124.21
Mediterranean,2013-04-30 00:00:00,-57.22
Nino,2013-04-30 00:00:00,22.36
North Atlantic,2013-04-30 00:00:00,-29.71
North Pacific,2013-04-30 00:00:00,-16.73
North Sea,2013-04-30 00:00:00,-62.76
Pacific Ocean,2013-04-30 00:00:00,22.3
Sea Japan,2013-04-30 00:00:00,33.43
Sea Okhotsk,2013-04-30 00:00:00,23.31
Southern Ocean,2013-04-30 00:00:00,49.89
Tropics,2013-04-30 00:00:00,38.11
World,2013-04-30 00:00:00,30.36
Yellow Sea,2013-04-30 00:00:00,12.91
Baltic Sea,2013-05-06 00:00:00,-4.0
South China,2013-05-06 00:00:00,50.97
Arabian Sea,2013-05-07 00:00:00,135.89
Atlantic Ocean,2013-05-07 00:00:00,43.45
Bay Bengal,2013-05-07 00:00:00,105.64
Caribbean Sea,2013-05-07 00:00:00,22.82
Indian Ocean,2013-05-07 00:00:00,67.38
Indonesian,2013-05-07 00:00:00,112.81
Mediterranean,2013-05-07 00:00:00,-27.02
Nino,2013-05-07 00:00:00,26.66
North Atlantic,2013-05-07 00:00:00,-13.41
North Pacific,2013-05-07 00:00:00,-16.93
North Sea,2013-05-07 00:00:00,-62.56
Pacific Ocean,2013-05-07 00:00:00,18.5
Southern Ocean,2013-05-07 00:00:00,61.19
Tropics,2013-05-07 00:00:00,41.41
World,2013-05-07 00:00:00,36.76
Yellow Sea,2013-05-07 00:00:00,38.91
Andaman Sea,2013-05-07 00:00:00,92.65
Arabian Sea,2013-05-07 00:00:00,142.58
Atlantic Ocean,2013-05-07 00:00:00,38.52
Baltic Sea,2013-05-07 00:00:00,19.75
Bay Bengal,2013-05-07 00:00:00,110.37
Gulf Mexico,2013-05-07 00:00:00,24.96
Indian Ocean,2013-05-07 00:00:00,62.52
Indonesian,2013-05-07 00:00:00,119.88
Mediterranean,2013-05-07 00:00:00,-23.67
Nino,2013-05-07 00:00:00,28.17
North Pacific,2013-05-07 00:00:00,-13.39
North Sea,2013-05-07 00:00:00,-62.71
Pacific Ocean,2013-05-07 00:00:00,19.06
Persian Gulf,2013-05-07 00:00:00,-20.27
Sea Japan,2013-05-07 00:00:00,37.5
Sea Okhotsk,2013-05-07 00:00:00,5.42
South China,2013-05-07 00:00:00,71.69
Southern Ocean,2013-05-07 00:00:00,54.16
Tropics,2013-05-07 00:00:00,43.15
World,2013-05-07 00:00:00,35.84
Bering Sea,2013-05-08 00:00:00,-12.08
Gulf Mexico,2013-05-08 00:00:00,11.9
Persian Gulf,2013-05-08 00:00:00,54.33
Sea Japan,2013-05-08 00:00:00,29.63
Sea Okhotsk,2013-05-08 00:00:00,3.51
Bering Sea,2013-05-08 00:00:00,-4.48
Caribbean Sea,2013-05-08 00:00:00,30.94
North Atlantic,2013-05-08 00:00:00,-7.19
Yellow Sea,2013-05-08 00:00:00,45.26
Andaman Sea,2013-05-09 00:00:00,88.51
Adriatic Sea,2013-05-10 00:00:00,3.19
Adriatic Sea,2013-05-10 00:00:00,9.03
Baltic Sea,2013-05-16 00:00:00,-109.75
Baltic Sea,2013-05-17 00:00:00,-133.8
South China,2013-05-17 00:00:00,21.07
Andaman Sea,2013-05-17 00:00:00,233.25
Arabian Sea,2013-05-17 00:00:00,124.38
Atlantic Ocean,2013-05-17 00:00:00,27.82
Bay Bengal,2013-05-17 00:00:00,99.67
Bering Sea,2013-05-17 00:00:00,15.12
Gulf Mexico,2013-05-17 00:00:00,17.36
Indian Ocean,2013-05-17 00:00:00,42.02
Indonesian,2013-05-17 00:00:00,143.68
Mediterranean,2013-05-17 00:00:00,13.43
Nino,2013-05-17 00:00:00,20.37
North Pacific,2013-05-17 00:00:00,7.31
North Sea,2013-05-17 00:00:00,-97.01
Pacific Ocean,2013-05-17 00:00:00,27.46
Persian Gulf,2013-05-17 00:00:00,-23.37
Sea Japan,2013-05-17 00:00:00,20.6
Sea Okhotsk,2013-05-17 00:00:00,8.22
South China,2013-05-17 00:00:00,39.99
Southern Ocean,2013-05-17 00:00:00,47.66
Tropics,2013-05-17 00:00:00,38.45
World,2013-05-17 00:00:00,33.64
Adriatic Sea,2013-05-18 00:00:00,15.09
Arabian Sea,2013-05-18 00:00:00,118.89
Atlantic Ocean,2013-05-18 00:00:00,31.85
Bay Bengal,2013-05-18 00:00:00,110.24
Bering Sea,2013-05-18 00:00:00,6.72
Caribbean Sea,2013-05-18 00:00:00,11.72
Indian Ocean,2013-05-18 00:00:00,48.08
Indonesian,2013-05-18 00:00:00,148.91
Mediterranean,2013-05-18 00:00:00,17.98
Nino,2013-05-18 00:00:00,17.56
North Atlantic,2013-05-18 00:00:00,-10.71
North Pacific,2013-05-18 00:00:00,9.37
North Sea,2013-05-18 00:00:00,-106.46
Pacific Ocean,2013-05-18 00:00:00,30.0
Persian Gulf,2013-05-18 00:00:00,20.73
Sea Okhotsk,2013-05-18 00:00:00,-3.19
Southern Ocean,2013-05-18 00:00:00,54.49
Tropics,2013-05-18 00:00:00,38.91
World,2013-05-18 00:00:00,36.36
Yellow Sea,2013-05-18 00:00:00,79.21
Adriatic Sea,2013-05-18 00:00:00,15.53
Caribbean Sea,2013-05-18 00:00:00,12.64
North Atlantic,2013-05-18 00:00:00,-10.79
Yellow Sea,2013-05-18 00:00:00,78.46
Andaman Sea,2013-05-19 00:00:00,229.61
Gulf Mexico,2013-05-19 00:00:00,20.4
Sea Japan,2013-05-19 00:00:00,7.53
Baltic Sea,2013-05-26 00:00:00,-131.55
Adriatic Sea,2013-05-27 00:00:00,32.99
Andaman Sea,2013-05-27 00:00:00,231.75
Arabian Sea,2013-05-27 00:00:00,111.88
Atlantic Ocean,2013-05-27 00:00:00,21.22
Bay Bengal,2013-05-27 00:00:00,128.37
Bering Sea,2013-05-27 00:00:00,14.02
Gulf Mexico,2013-05-27 00:00:00,31.46
Indian Ocean,2013-05-27 00:00:00,35.52
Indonesian,2013-05-27 00:00:00,135.08
Mediterranean,2013-05-27 00:00:00,32.33
Nino,2013-05-27 00:00:00,20.57
North Atlantic,2013-05-27 00:00:00,-22.59
North Pacific,2013-05-27 00:00:00,15.41
North Sea,2013-05-27 00:00:00,-55.71
Pacific Ocean,2013-05-27 00:00:00,31.96
Persian Gulf,2013-05-27 00:00:00,-15.37
Sea Japan,2013-05-27 00:00:00,23.2
Sea Okhotsk,2013-05-27 00:00:00,-1.78
South China,2013-05-27 00:00:00,44.09
Southern Ocean,2013-05-27 00:00:00,41.16
Tropics,2013-05-27 00:00:00,38.65
World,2013-05-27 00:00:00,32.84
Yellow Sea,2013-05-27 00:00:00,35.96
Bay Bengal,2013-05-28 00:00:00,129.54
South China,2013-05-28 00:00:00,22.77
Yellow Sea,2013-05-28 00:00:00,27.51
Adriatic Sea,2013-05-28 00:00:00,41.93
Caribbean Sea,2013-05-28 00:00:00,-6.26
Arabian Sea,2013-05-29 00:00:00,107.19
Atlantic Ocean,2013-05-29 00:00:00,19.15
Baltic Sea,2013-05-29 00:00:00,-143.8
Bering Sea,2013-05-29 00:00:00,0.52
Caribbean Sea,2013-05-29 00:00:00,-7.28
Gulf Mexico,2013-05-29 00:00:00,18.6
Indian Ocean,2013-05-29 00:00:00,44.38
Indonesian,2013-05-29 00:00:00,140.21
Mediterranean,2013-05-29 00:00:00,18.68
Nino,2013-05-29 00:00:00,16.56
North Atlantic,2013-05-29 00:00:00,-26.11
North Pacific,2013-05-29 00:00:00,13.57
North Sea,2013-05-29 00:00:00,-27.06
Pacific Ocean,2013-05-29 00:00:00,35.3
Sea Japan,2013-05-29 00:00:00,0.03
Sea Okhotsk,2013-05-29 00:00:00,-13.19
Southern Ocean,2013-05-29 00:00:00,50.69
Tropics,2013-05-29 00:00:00,38.01
World,2013-05-29 00:00:00,34.86
Andaman Sea,2013-05-30 00:00:00,215.21
Persian Gulf,2013-05-31 00:00:00,17.63
Baltic Sea,2013-06-05 00:00:00,-78.95
Andaman Sea,2013-06-06 00:00:00,175.95
Arabian Sea,2013-06-06 00:00:00,101.08
Atlantic Ocean,2013-06-06 00:00:00,13.52
Bay Bengal,2013-06-06 00:00:00,116.07
Caribbean Sea,2013-06-06 00:00:00,-10.76
Gulf Mexico,2013-06-06 00:00:00,10.96
Indian Ocean,2013-06-06 00:00:00,35.32
Indonesian,2013-06-06 00:00:00,118.88
Mediterranean,2013-06-06 00:00:00,14.83
Nino,2013-06-06 00:00:00,23.47
North Atlantic,2013-06-06 00:00:00,-16.99
North Pacific,2013-06-06 00:00:00,20.71
North Sea,2013-06-06 00:00:00,-27.01
Pacific Ocean,2013-06-06 00:00:00,37.56
Persian Gulf,2013-06-06 00:00:00,3.43
Sea Japan,2013-06-06 00:00:00,20.4
Sea Okhotsk,2013-06-06 00:00:00,3.22
South China,2013-06-06 00:00:00,34.59
Southern Ocean,2013-06-06 00:00:00,39.46
Tropics,2013-06-06 00:00:00,38.75
World,2013-06-06 00:00:00,32.74
Yellow Sea,2013-06-06 00:00:00,24.76
Adriatic Sea,2013-06-07 00:00:00,36.63
Bering Sea,2013-06-07 00:00:00,18.62
Adriatic Sea,2013-06-08 00:00:00,5.19
Bay Bengal,2013-06-08 00:00:00,107.24
South China,2013-06-08 00:00:00,32.27
Yellow Sea,2013-06-08 00:00:00,24.21
Andaman Sea,2013-06-09 00:00:00,129.11
Arabian Sea,2013-06-09 00:00:00,82.39
Atlantic Ocean,2013-06-09 00:00:00,15.35
Bering Sea,2013-06-09 00:00:00,13.22
Caribbean Sea,2013-06-09 00:00:00,-13.28
Gulf Mexico,2013-06-09 00:00:00,-14.3
Indian Ocean,2013-06-09 00:00:00,35.38
Indonesian,2013-06-09 00:00:00,107.21
Mediterranean,2013-06-09 00:00:00,5.28
Nino,2013-06-09 00:00:00,19.56
North Atlantic,2013-06-09 00:00:00,-20.51
North Pacific,2013-06-09 00:00:00,14.57
North Sea,2013-06-09 00:00:00,-37.86
Pacific Ocean,2013-06-09 00:00:00,34.6
Sea Japan,2013-06-09 00:00:00,11.63
Sea Okhotsk,2013-06-09 00:00:00,-12.59
Southern Ocean,2013-06-09 00:00:00,43.99
Tropics,2013-06-09 00:00:00,34.01
World,2013-06-09 00:00:00,30.66
Baltic Sea,2013-06-10 00:00:00,-88.8
Persian Gulf,2013-06-10 00:00:00,39.63
Baltic Sea,2013-06-15 00:00:00,-68.15
Sea Okhotsk,2013-06-15 00:00:00,-13.58
Adriatic Sea,2013-06-16 00:00:00,11.29
Arabian Sea,2013-06-16 00:00:00,75.09
Atlantic Ocean,2013-06-16 00:00:00,25.05
Baltic Sea,2013-06-16 00:00:00,-77.4
Bay Bengal,2013-06-16 00:00:00,49.14
Caribbean Sea,2013-06-16 00:00:00,1.02
Gulf Mexico,2013-06-16 00:00:00,24.9
Indian Ocean,2013-06-16 00:00:00,38.08
Mediterranean,2013-06-16 00:00:00,13.48
Nino,2013-06-16 00:00:00,11.46
North Atlantic,2013-06-16 00:00:00,-3.21
North Pacific,2013-06-16 00:00:00,14.37
North Sea,2013-06-16 00:00:00,-40.26
Pacific Ocean,2013-06-16 00:00:00,23.0
South China,2013-06-16 00:00:00,26.47
Southern Ocean,2013-06-16 00:00:00,37.19
Tropics,2013-06-16 00:00:00,28.61
World,2013-06-16 00:00:00,27.06
Yellow Sea,2013-06-16 00:00:00,6.01
Andaman Sea,2013-06-16 00:00:00,164.65
Arabian Sea,2013-06-16 00:00:00,68.58
Atlantic Ocean,2013-06-16 00:00:00,25.92
Bay Bengal,2013-06-16 00:00:00,83.97
Bering Sea,2013-06-16 00:00:00,13.82
Caribbean Sea,2013-06-16 00:00:00,8.74
Gulf Mexico,2013-06-16 00:00:00,25.76
Indian Ocean,2013-06-16 00:00:00,41.82
Indonesian,2013-06-16 00:00:00,109.28
Mediterranean,2013-06-16 00:00:00,22.73
Nino,2013-06-16 00:00:00,19.87
North Atlantic,2013-06-16 00:00:00,2.71
North Pacific,2013-06-16 00:00:00,18.91
North Sea,2013-06-16 00:00:00,-50.11
Pacific Ocean,2013-06-16 00:00:00,28.86
Persian Gulf,2013-06-16 00:00:00,34.23
Sea Japan,2013-06-16 00:00:00,18.4
South China,2013-06-16 00:00:00,24.39
Southern Ocean,2013-06-16 00:00:00,40.36
Tropics,2013-06-16 00:00:00,34.15
World,2013-06-16 00:00:00,31.64
Andaman Sea,2013-06-17 00:00:00,163.81
Bering Sea,2013-06-17 00:00:00,5.72
Indonesian,2013-06-17 00:00:00,94.71
Persian Gulf,2013-06-17 00:00:00,134.53
Sea Japan,2013-06-17 00:00:00,13.63
Sea Okhotsk,2013-06-17 00:00:00,-34.39
Adriatic Sea,2013-06-17 00:00:00,57.33
Yellow Sea,2013-06-17 00:00:00,9.76
Andaman Sea,2013-06-25 00:00:00,115.65
Baltic Sea,2013-06-25 00:00:00,-34.65
Sea Okhotsk,2013-06-25 00:00:00,24.02
Arabian Sea,2013-06-26 00:00:00,49.38
Atlantic Ocean,2013-06-26 00:00:00,30.12
Bay Bengal,2013-06-26 00:00:00,52.27
Bering Sea,2013-06-26 00:00:00,25.72
Caribbean Sea,2013-06-26 00:00:00,25.64
Gulf Mexico,2013-06-26 00:00:00,50.56
Indian Ocean,2013-06-26 00:00:00,34.12
Indonesian,2013-06-26 00:00:00,96.68
Mediterranean,2013-06-26 00:00:00,9.63
Nino,2013-06-26 00:00:00,27.77
North Atlantic,2013-06-26 00:00:00,10.31
North Pacific,2013-06-26 00:00:00,38.61
North Sea,2013-06-26 00:00:00,-28.11
Pacific Ocean,2013-06-26 00:00:00,33.26
Persian Gulf,2013-06-26 00:00:00,105.63
Sea Japan,2013-06-26 00:00:00,39.5
South China,2013-06-26 00:00:00,21.79
Southern Ocean,2013-06-26 00:00:00,31.96
Tropics,2013-06-26 00:00:00,37.85
World,2013-06-26 00:00:00,33.64
Adriatic Sea,2013-06-27 00:00:00,1.83
Yellow Sea,2013-06-27 00:00:00,32.36
Andaman Sea,2013-07-05 00:00:00,110.85
Baltic Sea,2013-07-05 00:00:00,72.65
North Sea,2013-07-05 00:00:00,29.99
Persian Gulf,2013-07-05 00:00:00,62.73
Sea Okhotsk,2013-07-05 00:00:00,-1.68
Arabian Sea,2013-07-06 00:00:00,34.88
Atlantic Ocean,2013-07-06 00:00:00,47.02
Bay Bengal,2013-07-06 00:00:00,60.37
Bering Sea,2013-07-06 00:00:00,9.12
Caribbean Sea,2013-07-06 00:00:00,30.34
Gulf Mexico,2013-07-06 00:00:00,79.46
Indian Ocean,2013-07-06 00:00:00,31.22
Indonesian,2013-07-06 00:00:00,48.38
Mediterranean,2013-07-06 00:00:00,11.43
Nino,2013-07-06 00:00:00,26.97
North Atlantic,2013-07-06 00:00:00,37.61
North Pacific,2013-07-06 00:00:00,34.51
Pacific Ocean,2013-07-06 00:00:00,25.76
Sea Japan,2013-07-06 00:00:00,55.6
South China,2013-07-06 00:00:00,50.39
Southern Ocean,2013-07-06 00:00:00,30.26
Tropics,2013-07-06 00:00:00,35.35
World,2013-07-06 00:00:00,33.14
Yellow Sea,2013-07-06 00:00:00,60.96
Adriatic Sea,2013-07-07 00:00:00,1.43
Andaman Sea,2013-07-15 00:00:00,73.15
Baltic Sea,2013-07-15 00:00:00,91.55
North Sea,2013-07-15 00:00:00,60.39
Persian Gulf,2013-07-15 00:00:00,62.63
Sea Okhotsk,2013-07-15 00:00:00,-9.28
South China,2013-07-15 00:00:00,46.59
Arabian Sea,2013-07-16 00:00:00,31.38
Atlantic Ocean,2013-07-16 00:00:00,47.42
Bay Bengal,2013-07-16 00:00:00,62.27
Bering Sea,2013-07-16 00:00:00,11.12
Caribbean Sea,2013-07-16 00:00:00,48.24
Gulf Mexico,2013-07-16 00:00:00,67.06
Indian Ocean,2013-07-16 00:00:00,33.32
Indonesian,2013-07-16 00:00:00,56.28
Mediterranean,2013-07-16 00:00:00,58.53
Nino,2013-07-16 00:00:00,28.57
North Atlantic,2013-07-16 00:00:00,50.21
North Pacific,2013-07-16 00:00:00,38.61
Pacific Ocean,2013-07-16 00:00:00,25.26
Sea Japan,2013-07-16 00:00:00,43.0
Southern Ocean,2013-07-16 00:00:00,29.86
Tropics,2013-07-16 00:00:00,34.55
World,2013-07-16 00:00:00,33.84
Yellow Sea,2013-07-16 00:00:00,64.76
Adriatic Sea,2013-07-17 00:00:00,34.23
Andaman Sea,2013-07-25 00:00:00,68.95
Baltic Sea,2013-07-25 00:00:00,56.85
Bay Bengal,2013-07-25 00:00:00,66.07
Mediterranean,2013-07-25 00:00:00,52.73
North Sea,2013-07-25 00:00:00,13.79
Persian Gulf,2013-07-25 00:00:00,27.33
Sea Okhotsk,2013-07-25 00:00:00,29.92
South China,2013-07-25 00:00:00,46.89
Arabian Sea,2013-07-26 00:00:00,20.58
Atlantic Ocean,2013-07-26 00:00:00,33.42
Bering Sea,2013-07-26 00:00:00,37.82
Caribbean Sea,2013-07-26 00:00:00,51.04
Gulf Mexico,2013-07-26 00:00:00,55.46
Indian Ocean,2013-07-26 00:00:00,37.62
Indonesian,2013-07-26 00:00:00,31.78
Nino,2013-07-26 00:00:00,31.87
North Atlantic,2013-07-26 00:00:00,41.61
North Pacific,2013-07-26 00:00:00,52.01
Pacific Ocean,2013-07-26 00:00:00,35.96
Sea Japan,2013-07-26 00:00:00,45.7
Southern Ocean,2013-07-26 00:00:00,32.56
Tropics,2013-07-26 00:00:00,35.85
World,2013-07-26 00:00:00,36.34
Yellow Sea,2013-07-26 00:00:00,100.76
Adriatic Sea,2013-07-27 00:00:00,59.73
Andaman Sea,2013-08-04 00:00:00,51.35
Baltic Sea,2013-08-04 00:00:00,29.55
Bay Bengal,2013-08-04 00:00:00,36.77
Indian Ocean,2013-08-04 00:00:00,35.32
Mediterranean,2013-08-04 00:00:00,73.63
North Sea,2013-08-04 00:00:00,42.29
Persian Gulf,2013-08-04 00:00:00,106.03
Sea Okhotsk,2013-08-04 00:00:00,27.12
Adriatic Sea,2013-08-05 00:00:00,75.33
Arabian Sea,2013-08-05 00:00:00,-3.62
Atlantic Ocean,2013-08-05 00:00:00,41.92
Bering Sea,2013-08-05 00:00:00,23.02
Caribbean Sea,2013-08-05 00:00:00,58.24
Gulf Mexico,2013-08-05 00:00:00,58.76
Indonesian,2013-08-05 00:00:00,22.58
Nino,2013-08-05 00:00:00,35.57
North Atlantic,2013-08-05 00:00:00,56.01
North Pacific,2013-08-05 00:00:00,64.81
Pacific Ocean,2013-08-05 00:00:00,35.06
Sea Japan,2013-08-05 00:00:00,73.3
South China,2013-08-05 00:00:00,57.49
Southern Ocean,2013-08-05 00:00:00,22.26
Tropics,2013-08-05 00:00:00,38.95
World,2013-08-05 00:00:00,37.44
Yellow Sea,2013-08-05 00:00:00,126.36
Andaman Sea,2013-08-14 00:00:00,144.05
Arabian Sea,2013-08-14 00:00:00,-20.72
Baltic Sea,2013-08-14 00:00:00,106.45
Bay Bengal,2013-08-14 00:00:00,32.67
Gulf Mexico,2013-08-14 00:00:00,72.66
Indian Ocean,2013-08-14 00:00:00,25.72
Indonesian,2013-08-14 00:00:00,22.18
Mediterranean,2013-08-14 00:00:00,90.83
Nino,2013-08-14 00:00:00,35.77
North Pacific,2013-08-14 00:00:00,73.51
North Sea,2013-08-14 00:00:00,49.19
Pacific Ocean,2013-08-14 00:00:00,33.86
Persian Gulf,2013-08-14 00:00:00,82.33
Sea Japan,2013-08-14 00:00:00,71.7
Sea Okhotsk,2013-08-14 00:00:00,26.72
South China,2013-08-14 00:00:00,59.99
Southern Ocean,2013-08-14 00:00:00,11.96
Tropics,2013-08-14 00:00:00,36.65
World,2013-08-14 00:00:00,34.54
Adriatic Sea,2013-08-15 00:00:00,40.93
Atlantic Ocean,2013-08-15 00:00:00,38.52
Bering Sea,2013-08-15 00:00:00,25.22
Caribbean Sea,2013-08-15 00:00:00,51.14
North Atlantic,2013-08-15 00:00:00,70.61
Yellow Sea,2013-08-15 00:00:00,92.36
Baltic Sea,2013-08-23 00:00:00,177.15
Andaman Sea,2013-08-24 00:00:00,69.95
Arabian Sea,2013-08-24 00:00:00,-10.82
Atlantic Ocean,2013-08-24 00:00:00,39.22
Bay Bengal,2013-08-24 00:00:00,32.87
Bering Sea,2013-08-24 00:00:00,35.42
Gulf Mexico,2013-08-24 00:00:00,91.06
Indian Ocean,2013-08-24 00:00:00,21.62
Indonesian,2013-08-24 00:00:00,14.28
Mediterranean,2013-08-24 00:00:00,86.53
Nino,2013-08-24 00:00:00,37.27
North Pacific,2013-08-24 00:00:00,87.31
North Sea,2013-08-24 00:00:00,60.99
Pacific Ocean,2013-08-24 00:00:00,37.96
Persian Gulf,2013-08-24 00:00:00,63.93
Sea Japan,2013-08-24 00:00:00,119.0
Sea Okhotsk,2013-08-24 00:00:00,40.42
South China,2013-08-24 00:00:00,43.29
Southern Ocean,2013-08-24 00:00:00,13.86
Tropics,2013-08-24 00:00:00,35.75
World,2013-08-24 00:00:00,36.04
Adriatic Sea,2013-08-25 00:00:00,33.23
Caribbean Sea,2013-08-25 00:00:00,62.04
North Atlantic,2013-08-25 00:00:00,76.51
Yellow Sea,2013-08-25 00:00:00,106.46
Bay Bengal,2013-09-01 00:00:00,70.27
Sea Japan,2013-09-01 00:00:00,94.3
Adriatic Sea,2013-09-02 00:00:00,48.63
Arabian Sea,2013-09-02 00:00:00,-0.52
Atlantic Ocean,2013-09-02 00:00:00,43.42
Baltic Sea,2013-09-02 00:00:00,113.15
Bering Sea,2013-09-02 00:00:00,18.92
Caribbean Sea,2013-09-02 00:00:00,68.64
Gulf Mexico,2013-09-02 00:00:00,112.46
Indian Ocean,2013-09-02 00:00:00,38.42
Indonesian,2013-09-02 00:00:00,-7.02
Mediterranean,2013-09-02 00:00:00,96.33
