Country,ISO3,Date,Temp_Change
Iceland,ISL,2015-01-01 00:00:00,0.419
India,IND,2015-01-01 00:00:00,0.711
Indonesia,IDN,2015-01-01 00:00:00,0.841
"Iran, Islamic Rep. of",IRN,2015-01-01 00:00:00,1.856
Iraq,IRQ,2015-01-01 00:00:00,1.94
Ireland,IRL,2015-01-01 00:00:00,0.449
Isle of Man,IMN,2015-01-01 00:00:00,0.441
Israel,ISR,2015-01-01 00:00:00,1.331
Italy,ITA,2015-01-01 00:00:00,1.704
Jamaica,JAM,2015-01-01 00:00:00,1.401
Japan,JPN,2015-01-01 00:00:00,0.833
Jordan,JOR,2015-01-01 00:00:00,1.429
"Kazakhstan, Rep. of",KAZ,2015-01-01 00:00:00,1.609
Kenya,KEN,2015-01-01 00:00:00,1.164
Kiribati,KIR,2015-01-01 00:00:00,0.902
"Korea, Dem. People's Rep. of",PRK,2015-01-01 00:00:00,1.217
"Korea, Rep. of",KOR,2015-01-01 00:00:00,0.944
Kuwait,KWT,2015-01-01 00:00:00,2.104
Kyrgyz Rep.,KGZ,2015-01-01 00:00:00,1.546
Lao People's Dem. Rep.,LAO,2015-01-01 00:00:00,1.497
Latvia,LVA,2015-01-01 00:00:00,2.166
Lebanon,LBN,2015-01-01 00:00:00,1.383
"Lesotho, Kingdom of",LSO,2015-01-01 00:00:00,1.529
Liberia,LBR,2015-01-01 00:00:00,1.288
Libya,LBY,2015-01-01 00:00:00,0.711
Liechtenstein,LIE,2015-01-01 00:00:00,2.046
Lithuania,LTU,2015-01-01 00:00:00,2.095
Luxembourg,LUX,2015-01-01 00:00:00,1.528
"Madagascar, Rep. of",MDG,2015-01-01 00:00:00,1.134
Malawi,MWI,2015-01-01 00:00:00,1.141
Malaysia,MYS,2015-01-01 00:00:00,1.372
Maldives,MDV,2015-01-01 00:00:00,0.982
Mali,MLI,2015-01-01 00:00:00,1.017
Malta,MLT,2015-01-01 00:00:00,1.403
"Marshall Islands, Rep. of the",MHL,2015-01-01 00:00:00,0.464
Martinique,MTQ,2015-01-01 00:00:00,0.892
"Mauritania, Islamic Rep. of",MRT,2015-01-01 00:00:00,1.563
Mauritius,MUS,2015-01-01 00:00:00,1.158
Mayotte,MYT,2015-01-01 00:00:00,0.911
Mexico,MEX,2015-01-01 00:00:00,1.141
"Micronesia, Federated States of",FSM,2015-01-01 00:00:00,0.486
"Moldova, Rep. of",MDA,2015-01-01 00:00:00,2.015
Monaco,MCO,2015-01-01 00:00:00,1.902
Mongolia,MNG,2015-01-01 00:00:00,2.131
Montenegro,MNE,2015-01-01 00:00:00,1.702
Montserrat,MSR,2015-01-01 00:00:00,1.035
Morocco,MAR,2015-01-01 00:00:00,1.115
"Mozambique, Rep. of",MOZ,2015-01-01 00:00:00,1.034
Myanmar,MMR,2015-01-01 00:00:00,1.245
Namibia,NAM,2015-01-01 00:00:00,1.215
Nepal,NPL,2015-01-01 00:00:00,0.654
"Netherlands, The",NLD,2015-01-01 00:00:00,1.29
New Caledonia,NCL,2015-01-01 00:00:00,1.215
New Zealand,NZL,2015-01-01 00:00:00,0.568
Nicaragua,NIC,2015-01-01 00:00:00,1.018
Niger,NER,2015-01-01 00:00:00,0.832
Nigeria,NGA,2015-01-01 00:00:00,1.187
Norfolk Island,NFK,2015-01-01 00:00:00,0.532
"North Macedonia, Republic of ",MKD,2015-01-01 00:00:00,1.479
Norway,NOR,2015-01-01 00:00:00,1.781
Oman,OMN,2015-01-01 00:00:00,1.213
Pakistan,PAK,2015-01-01 00:00:00,0.529
"Palau, Rep. of",PLW,2015-01-01 00:00:00,1.201
Panama,PAN,2015-01-01 00:00:00,1.232
Papua New Guinea,PNG,2015-01-01 00:00:00,0.16
Paraguay,PRY,2015-01-01 00:00:00,1.493
Peru,PER,2015-01-01 00:00:00,1.256
Philippines,PHL,2015-01-01 00:00:00,1.155
"Poland, Rep. of",POL,2015-01-01 00:00:00,2.013
Portugal,PRT,2015-01-01 00:00:00,1.405
Puerto Rico,PRI,2015-01-01 00:00:00,1.093
Qatar,QAT,2015-01-01 00:00:00,1.971
Romania,ROU,2015-01-01 00:00:00,1.799
Russian Federation,RUS,2015-01-01 00:00:00,2.246
Saint Helena,SHN,2015-01-01 00:00:00,1.902
Saint Pierre and Miquelon,SPM,2015-01-01 00:00:00,0.106
Samoa,WSM,2015-01-01 00:00:00,0.91
"San Marino, Rep. of",SMR,2015-01-01 00:00:00,1.833
"São Tomé and Príncipe, Dem. Rep. of",STP,2015-01-01 00:00:00,0.866
Saudi Arabia,SAU,2015-01-01 00:00:00,1.867
Senegal,SEN,2015-01-01 00:00:00,1.212
"Serbia, Rep. of",SRB,2015-01-01 00:00:00,1.743
Seychelles,SYC,2015-01-01 00:00:00,1.169
Sierra Leone,SLE,2015-01-01 00:00:00,1.16
Singapore,SGP,2015-01-01 00:00:00,1.537
Slovak Rep.,SVK,2015-01-01 00:00:00,2.122
"Slovenia, Rep. of",SVN,2015-01-01 00:00:00,2.125
Solomon Islands,SLB,2015-01-01 00:00:00,0.674
Somalia,SOM,2015-01-01 00:00:00,1.467
South Africa,ZAF,2015-01-01 00:00:00,1.3
"South Sudan, Rep. of",SSD,2015-01-01 00:00:00,1.139
Spain,ESP,2015-01-01 00:00:00,1.533
Sri Lanka,LKA,2015-01-01 00:00:00,1.006
St. Kitts and Nevis,KNA,2015-01-01 00:00:00,1.035
St. Lucia,LCA,2015-01-01 00:00:00,0.861
St. Vincent and the Grenadines,VCT,2015-01-01 00:00:00,0.839
Sudan,SDN,2015-01-01 00:00:00,1.502
Suriname,SUR,2015-01-01 00:00:00,1.309
Sweden,SWE,2015-01-01 00:00:00,2.069
Switzerland,CHE,2015-01-01 00:00:00,1.972
Syrian Arab Rep.,SYR,2015-01-01 00:00:00,1.319
Taiwan Province of China,TWN,2015-01-01 00:00:00,0.718
"Tajikistan, Rep. of",TJK,2015-01-01 00:00:00,1.301
"Tanzania, United Rep. of",TZA,2015-01-01 00:00:00,1.102
Thailand,THA,2015-01-01 00:00:00,1.392
"Timor-Leste, Dem. Rep. of",TLS,2015-01-01 00:00:00,0.742
Togo,TGO,2015-01-01 00:00:00,1.096
Tonga,TON,2015-01-01 00:00:00,0.759
Trinidad and Tobago,TTO,2015-01-01 00:00:00,0.824
Tunisia,TUN,2015-01-01 00:00:00,1.192
Turkmenistan,TKM,2015-01-01 00:00:00,1.427
Turks and Caicos Islands,TCA,2015-01-01 00:00:00,1.471
Tuvalu,TUV,2015-01-01 00:00:00,0.798
Uganda,UGA,2015-01-01 00:00:00,1.159
Ukraine,UKR,2015-01-01 00:00:00,2.075
United Arab Emirates,ARE,2015-01-01 00:00:00,1.556
United Kingdom,GBR,2015-01-01 00:00:00,0.614
United States,USA,2015-01-01 00:00:00,1.531
United States Virgin Islands,VIR,2015-01-01 00:00:00,1.071
Uruguay,URY,2015-01-01 00:00:00,1.048
"Uzbekistan, Rep. of",UZB,2015-01-01 00:00:00,1.443
Vanuatu,VUT,2015-01-01 00:00:00,0.573
"Venezuela, Rep. Bolivariana de",VEN,2015-01-01 00:00:00,1.094
Vietnam,VNM,2015-01-01 00:00:00,1.222
Wallis and Futuna Islands,WLF,2015-01-01 00:00:00,0.724
West Bank and Gaza,PSE,2015-01-01 00:00:00,1.326
Western Sahara,ESH,2015-01-01 00:00:00,1.51
World,WLD,2015-01-01 00:00:00,1.412
Zambia,ZMB,2015-01-01 00:00:00,1.45
Zimbabwe,ZWE,2015-01-01 00:00:00,0.97
"Afghanistan, Islamic Rep. of",AFG,2016-01-01 00:00:00,1.555
Albania,ALB,2016-01-01 00:00:00,1.464
Algeria,DZA,2016-01-01 00:00:00,1.757
American Samoa,ASM,2016-01-01 00:00:00,1.539
"Andorra, Principality of",AND,2016-01-01 00:00:00,1.99
Angola,AGO,2016-01-01 00:00:00,1.609
Anguilla,AIA,2016-01-01 00:00:00,1.125
Antigua and Barbuda,ATG,2016-01-01 00:00:00,1.097
Argentina,ARG,2016-01-01 00:00:00,0.488
"Armenia, Rep. of",ARM,2016-01-01 00:00:00,1.356
Australia,AUS,2016-01-01 00:00:00,1.172
Austria,AUT,2016-01-01 00:00:00,2.096
"Azerbaijan, Rep. of",AZE,2016-01-01 00:00:00,1.53
"Bahamas, The",BHS,2016-01-01 00:00:00,1.042
"Bahrain, Kingdom of",BHR,2016-01-01 00:00:00,1.598
Bangladesh,BGD,2016-01-01 00:00:00,1.337
"Belarus, Rep. of",BLR,2016-01-01 00:00:00,2.201
Belgium,BEL,2016-01-01 00:00:00,1.882
Belize,BLZ,2016-01-01 00:00:00,1.446
Benin,BEN,2016-01-01 00:00:00,1.025
Bhutan,BTN,2016-01-01 00:00:00,1.487
Bolivia,BOL,2016-01-01 00:00:00,0.824
Bosnia and Herzegovina,BIH,2016-01-01 00:00:00,1.673
Botswana,BWA,2016-01-01 00:00:00,1.469
Brazil,BRA,2016-01-01 00:00:00,1.457
British Virgin Islands,VGB,2016-01-01 00:00:00,1.204
Brunei Darussalam,BRN,2016-01-01 00:00:00,1.74
Bulgaria,BGR,2016-01-01 00:00:00,1.899
Burkina Faso,BFA,2016-01-01 00:00:00,1.075
Cabo Verde,CPV,2016-01-01 00:00:00,1.692
Cambodia,KHM,2016-01-01 00:00:00,1.473
Cameroon,CMR,2016-01-01 00:00:00,1.213
Canada,CAN,2016-01-01 00:00:00,2.373
Cayman Islands,CYM,2016-01-01 00:00:00,1.284
Central African Rep.,CAF,2016-01-01 00:00:00,1.222
Chad,TCD,2016-01-01 00:00:00,0.939
Chile,CHL,2016-01-01 00:00:00,1.022
"China, P.R.: Hong Kong",HKG,2016-01-01 00:00:00,0.77
"China, P.R.: Macao",MAC,2016-01-01 00:00:00,0.77
"China, P.R.: Mainland",CHN,2016-01-01 00:00:00,1.319
Colombia,COL,2016-01-01 00:00:00,1.08
"Comoros, Union of the",COM,2016-01-01 00:00:00,0.7
"Congo, Dem. Rep. of the",COD,2016-01-01 00:00:00,1.546
"Congo, Rep. of",COG,2016-01-01 00:00:00,1.479
Cook Islands,COK,2016-01-01 00:00:00,0.31
"Croatia, Rep. of",HRV,2016-01-01 00:00:00,1.807
Cuba,CUB,2016-01-01 00:00:00,1.37
Cyprus,CYP,2016-01-01 00:00:00,1.493
Czech Rep.,CZE,2016-01-01 00:00:00,2.1
Denmark,DNK,2016-01-01 00:00:00,1.852
Djibouti,DJI,2016-01-01 00:00:00,1.349
Dominica,DMA,2016-01-01 00:00:00,1.057
Dominican Rep.,DOM,2016-01-01 00:00:00,1.016
Ecuador,ECU,2016-01-01 00:00:00,1.55
"Egypt, Arab Rep. of",EGY,2016-01-01 00:00:00,1.396
El Salvador,SLV,2016-01-01 00:00:00,1.26
"Equatorial Guinea, Rep. of",GNQ,2016-01-01 00:00:00,1.462
"Eritrea, The State of",ERI,2016-01-01 00:00:00,0.99
"Estonia, Rep. of",EST,2016-01-01 00:00:00,1.936
"Eswatini, Kingdom of",SWZ,2016-01-01 00:00:00,1.216
"Ethiopia, The Federal Dem. Rep. of",ETH,2016-01-01 00:00:00,1.532
Faroe Islands,FRO,2016-01-01 00:00:00,0.803
"Fiji, Rep. of",FJI,2016-01-01 00:00:00,0.97
Finland,FIN,2016-01-01 00:00:00,2.151
France,FRA,2016-01-01 00:00:00,1.794
French Polynesia,PYF,2016-01-01 00:00:00,1.127
Gabon,GAB,2016-01-01 00:00:00,1.505
"Gambia, The",GMB,2016-01-01 00:00:00,1.635
Georgia,GEO,2016-01-01 00:00:00,1.365
Germany,DEU,2016-01-01 00:00:00,1.988
Ghana,GHA,2016-01-01 00:00:00,1.217
Gibraltar,GIB,2016-01-01 00:00:00,1.726
Greece,GRC,2016-01-01 00:00:00,1.561
Greenland,GRL,2016-01-01 00:00:00,2.381
Grenada,GRD,2016-01-01 00:00:00,0.945
Guadeloupe,GLP,2016-01-01 00:00:00,1.095
Guatemala,GTM,2016-01-01 00:00:00,1.425
Guinea,GIN,2016-01-01 00:00:00,1.167
Guinea-Bissau,GNB,2016-01-01 00:00:00,1.572
Guyana,GUY,2016-01-01 00:00:00,1.506
Haiti,HTI,2016-01-01 00:00:00,1.164
Holy See,VAT,2016-01-01 00:00:00,1.598
Honduras,HND,2016-01-01 00:00:00,1.368
Hungary,HUN,2016-01-01 00:00:00,1.89
Iceland,ISL,2016-01-01 00:00:00,1.411
India,IND,2016-01-01 00:00:00,1.088
Indonesia,IDN,2016-01-01 00:00:00,1.488
"Iran, Islamic Rep. of",IRN,2016-01-01 00:00:00,1.669
Iraq,IRQ,2016-01-01 00:00:00,1.672
Ireland,IRL,2016-01-01 00:00:00,1.04
Isle of Man,IMN,2016-01-01 00:00:00,1.118
Israel,ISR,2016-01-01 00:00:00,1.607
Italy,ITA,2016-01-01 00:00:00,1.716
Jamaica,JAM,2016-01-01 00:00:00,1.395
Japan,JPN,2016-01-01 00:00:00,1.323
Jordan,JOR,2016-01-01 00:00:00,1.641
"Kazakhstan, Rep. of",KAZ,2016-01-01 00:00:00,2.24
Kenya,KEN,2016-01-01 00:00:00,1.237
Kiribati,KIR,2016-01-01 00:00:00,1.229
"Korea, Dem. People's Rep. of",PRK,2016-01-01 00:00:00,1.419
"Korea, Rep. of",KOR,2016-01-01 00:00:00,1.637
Kuwait,KWT,2016-01-01 00:00:00,1.695
Kyrgyz Rep.,KGZ,2016-01-01 00:00:00,1.898
Lao People's Dem. Rep.,LAO,2016-01-01 00:00:00,1.519
Latvia,LVA,2016-01-01 00:00:00,1.946
Lebanon,LBN,2016-01-01 00:00:00,1.629
"Lesotho, Kingdom of",LSO,2016-01-01 00:00:00,2.015
Liberia,LBR,2016-01-01 00:00:00,1.412
Libya,LBY,2016-01-01 00:00:00,1.587
Liechtenstein,LIE,2016-01-01 00:00:00,2.028
Lithuania,LTU,2016-01-01 00:00:00,1.944
Luxembourg,LUX,2016-01-01 00:00:00,1.877
"Madagascar, Rep. of",MDG,2016-01-01 00:00:00,1.147
Malawi,MWI,2016-01-01 00:00:00,1.361
Malaysia,MYS,2016-01-01 00:00:00,1.836
Maldives,MDV,2016-01-01 00:00:00,1.555
Mali,MLI,2016-01-01 00:00:00,1.089
Malta,MLT,2016-01-01 00:00:00,1.748
"Marshall Islands, Rep. of the",MHL,2016-01-01 00:00:00,0.783
Martinique,MTQ,2016-01-01 00:00:00,1.034
"Mauritania, Islamic Rep. of",MRT,2016-01-01 00:00:00,1.825
Mauritius,MUS,2016-01-01 00:00:00,1.084
Mayotte,MYT,2016-01-01 00:00:00,0.815
Mexico,MEX,2016-01-01 00:00:00,1.346
"Micronesia, Federated States of",FSM,2016-01-01 00:00:00,0.868
"Moldova, Rep. of",MDA,2016-01-01 00:00:00,2.092
Monaco,MCO,2016-01-01 00:00:00,1.773
Mongolia,MNG,2016-01-01 00:00:00,1.391
Montenegro,MNE,2016-01-01 00:00:00,1.474
Montserrat,MSR,2016-01-01 00:00:00,1.097
Morocco,MAR,2016-01-01 00:00:00,1.84
"Mozambique, Rep. of",MOZ,2016-01-01 00:00:00,1.262
Myanmar,MMR,2016-01-01 00:00:00,1.443
Namibia,NAM,2016-01-01 00:00:00,1.473
Nepal,NPL,2016-01-01 00:00:00,1.169
"Netherlands, The",NLD,2016-01-01 00:00:00,1.936
New Caledonia,NCL,2016-01-01 00:00:00,2.026
New Zealand,NZL,2016-01-01 00:00:00,1.214
Nicaragua,NIC,2016-01-01 00:00:00,1.315
Niger,NER,2016-01-01 00:00:00,0.933
Nigeria,NGA,2016-01-01 00:00:00,1.168
Norfolk Island,NFK,2016-01-01 00:00:00,1.05
"North Macedonia, Republic of ",MKD,2016-01-01 00:00:00,1.635
Norway,NOR,2016-01-01 00:00:00,1.718
Oman,OMN,2016-01-01 00:00:00,0.933
Pakistan,PAK,2016-01-01 00:00:00,1.233
"Palau, Rep. of",PLW,2016-01-01 00:00:00,1.264
Panama,PAN,2016-01-01 00:00:00,1.171
Papua New Guinea,PNG,2016-01-01 00:00:00,1.129
Paraguay,PRY,2016-01-01 00:00:00,0.25
Peru,PER,2016-01-01 00:00:00,1.454
Philippines,PHL,2016-01-01 00:00:00,1.603
"Poland, Rep. of",POL,2016-01-01 00:00:00,2.056
Portugal,PRT,2016-01-01 00:00:00,1.682
Puerto Rico,PRI,2016-01-01 00:00:00,1.203
Qatar,QAT,2016-01-01 00:00:00,1.515
Romania,ROU,2016-01-01 00:00:00,1.876
Russian Federation,RUS,2016-01-01 00:00:00,2.459
Saint Helena,SHN,2016-01-01 00:00:00,1.647
Saint Pierre and Miquelon,SPM,2016-01-01 00:00:00,0.854
Samoa,WSM,2016-01-01 00:00:00,1.44
"San Marino, Rep. of",SMR,2016-01-01 00:00:00,1.768
"São Tomé and Príncipe, Dem. Rep. of",STP,2016-01-01 00:00:00,1.56
Saudi Arabia,SAU,2016-01-01 00:00:00,1.533
Senegal,SEN,2016-01-01 00:00:00,1.542
"Serbia, Rep. of",SRB,2016-01-01 00:00:00,1.698
Seychelles,SYC,2016-01-01 00:00:00,1.1
Sierra Leone,SLE,2016-01-01 00:00:00,1.086
Singapore,SGP,2016-01-01 00:00:00,2.038
Slovak Rep.,SVK,2016-01-01 00:00:00,1.959
"Slovenia, Rep. of",SVN,2016-01-01 00:00:00,2.046
Somalia,SOM,2016-01-01 00:00:00,1.267
South Africa,ZAF,2016-01-01 00:00:00,1.562
"South Sudan, Rep. of",SSD,2016-01-01 00:00:00,1.292
Spain,ESP,2016-01-01 00:00:00,1.714
Sri Lanka,LKA,2016-01-01 00:00:00,1.369
St. Kitts and Nevis,KNA,2016-01-01 00:00:00,1.097
St. Lucia,LCA,2016-01-01 00:00:00,0.999
St. Vincent and the Grenadines,VCT,2016-01-01 00:00:00,0.949
Sudan,SDN,2016-01-01 00:00:00,1.172
Suriname,SUR,2016-01-01 00:00:00,1.79
Sweden,SWE,2016-01-01 00:00:00,1.841
Switzerland,CHE,2016-01-01 00:00:00,1.859
Syrian Arab Rep.,SYR,2016-01-01 00:00:00,1.796
Taiwan Province of China,TWN,2016-01-01 00:00:00,1.01
"Tajikistan, Rep. of",TJK,2016-01-01 00:00:00,1.645
"Tanzania, United Rep. of",TZA,2016-01-01 00:00:00,0.995
Thailand,THA,2016-01-01 00:00:00,1.659
"Timor-Leste, Dem. Rep. of",TLS,2016-01-01 00:00:00,1.88
Togo,TGO,2016-01-01 00:00:00,1.125
Tonga,TON,2016-01-01 00:00:00,1.284
Trinidad and Tobago,TTO,2016-01-01 00:00:00,0.925
Tunisia,TUN,2016-01-01 00:00:00,1.896
Turkmenistan,TKM,2016-01-01 00:00:00,2.02
Turks and Caicos Islands,TCA,2016-01-01 00:00:00,0.831
Tuvalu,TUV,2016-01-01 00:00:00,0.921
Uganda,UGA,2016-01-01 00:00:00,1.262
Ukraine,UKR,2016-01-01 00:00:00,2.114
United Arab Emirates,ARE,2016-01-01 00:00:00,1.059
United Kingdom,GBR,2016-01-01 00:00:00,1.161
United States,USA,2016-01-01 00:00:00,2.224
United States Virgin Islands,VIR,2016-01-01 00:00:00,1.162
Uruguay,URY,2016-01-01 00:00:00,0.301
"Uzbekistan, Rep. of",UZB,2016-01-01 00:00:00,2.31
Vanuatu,VUT,2016-01-01 00:00:00,1.146
"Venezuela, Rep. Bolivariana de",VEN,2016-01-01 00:00:00,1.098
Vietnam,VNM,2016-01-01 00:00:00,1.191
Wallis and Futuna Islands,WLF,2016-01-01 00:00:00,1.267
West Bank and Gaza,PSE,2016-01-01 00:00:00,1.615
Western Sahara,ESH,2016-01-01 00:00:00,1.732
World,WLD,2016-01-01 00:00:00,1.66
Zambia,ZMB,2016-01-01 00:00:00,1.401
Zimbabwe,ZWE,2016-01-01 00:00:00,1.27
"Afghanistan, Islamic Rep. of",AFG,2017-01-01 00:00:00,1.54
Albania,ALB,2017-01-01 00:00:00,1.121
Algeria,DZA,2017-01-01 00:00:00,1.512
American Samoa,ASM,2017-01-01 00:00:00,1.435
"Andorra, Principality of",AND,2017-01-01 00:00:00,1.925
Angola,AGO,2017-01-01 00:00:00,0.87
Anguilla,AIA,2017-01-01 00:00:00,0.96
Antigua and Barbuda,ATG,2017-01-01 00:00:00,0.958
Argentina,ARG,2017-01-01 00:00:00,1.095
"Armenia, Rep. of",ARM,2017-01-01 00:00:00,0.889
"Aruba, Kingdom of the Netherlands",ABW,2017-01-01 00:00:00,1.303
Australia,AUS,2017-01-01 00:00:00,1.141
Austria,AUT,2017-01-01 00:00:00,1.741
"Azerbaijan, Rep. of",AZE,2017-01-01 00:00:00,1.308
"Bahamas, The",BHS,2017-01-01 00:00:00,1.331
"Bahrain, Kingdom of",BHR,2017-01-01 00:00:00,2.08
Bangladesh,BGD,2017-01-01 00:00:00,1.124
"Belarus, Rep. of",BLR,2017-01-01 00:00:00,1.592
Belgium,BEL,2017-01-01 00:00:00,1.731
Belize,BLZ,2017-01-01 00:00:00,1.342
Benin,BEN,2017-01-01 00:00:00,1.16
Bhutan,BTN,2017-01-01 00:00:00,1.457
Bolivia,BOL,2017-01-01 00:00:00,0.981
Bosnia and Herzegovina,BIH,2017-01-01 00:00:00,1.419
Botswana,BWA,2017-01-01 00:00:00,0.017
Brazil,BRA,2017-01-01 00:00:00,1.363
British Virgin Islands,VGB,2017-01-01 00:00:00,0.971
Brunei Darussalam,BRN,2017-01-01 00:00:00,1.468
Bulgaria,BGR,2017-01-01 00:00:00,0.954
Burkina Faso,BFA,2017-01-01 00:00:00,1.212
Cabo Verde,CPV,2017-01-01 00:00:00,2.0
Cambodia,KHM,2017-01-01 00:00:00,1.095
Cameroon,CMR,2017-01-01 00:00:00,1.165
Canada,CAN,2017-01-01 00:00:00,1.48
Cayman Islands,CYM,2017-01-01 00:00:00,1.257
Central African Rep.,CAF,2017-01-01 00:00:00,1.224
Chad,TCD,2017-01-01 00:00:00,1.026
Chile,CHL,2017-01-01 00:00:00,0.873
"China, P.R.: Hong Kong",HKG,2017-01-01 00:00:00,1.338
"China, P.R.: Macao",MAC,2017-01-01 00:00:00,1.338
"China, P.R.: Mainland",CHN,2017-01-01 00:00:00,1.573
Colombia,COL,2017-01-01 00:00:00,0.82
"Comoros, Union of the",COM,2017-01-01 00:00:00,0.95
"Congo, Dem. Rep. of the",COD,2017-01-01 00:00:00,1.32
"Congo, Rep. of",COG,2017-01-01 00:00:00,1.159
Cook Islands,COK,2017-01-01 00:00:00,0.675
"Croatia, Rep. of",HRV,2017-01-01 00:00:00,1.523
Cuba,CUB,2017-01-01 00:00:00,1.275
Cyprus,CYP,2017-01-01 00:00:00,0.776
Czech Rep.,CZE,2017-01-01 00:00:00,1.616
Denmark,DNK,2017-01-01 00:00:00,1.619
Djibouti,DJI,2017-01-01 00:00:00,1.811
Dominica,DMA,2017-01-01 00:00:00,0.821
Dominican Rep.,DOM,2017-01-01 00:00:00,1.032
Ecuador,ECU,2017-01-01 00:00:00,1.155
"Egypt, Arab Rep. of",EGY,2017-01-01 00:00:00,0.616
El Salvador,SLV,2017-01-01 00:00:00,0.723
"Equatorial Guinea, Rep. of",GNQ,2017-01-01 00:00:00,1.308
"Eritrea, The State of",ERI,2017-01-01 00:00:00,1.309
"Estonia, Rep. of",EST,2017-01-01 00:00:00,1.502
"Eswatini, Kingdom of",SWZ,2017-01-01 00:00:00,0.688
"Ethiopia, The Federal Dem. Rep. of",ETH,2017-01-01 00:00:00,1.496
Faroe Islands,FRO,2017-01-01 00:00:00,1.49
"Fiji, Rep. of",FJI,2017-01-01 00:00:00,1.127
Finland,FIN,2017-01-01 00:00:00,1.487
France,FRA,2017-01-01 00:00:00,1.796
French Polynesia,PYF,2017-01-01 00:00:00,0.901
Gabon,GAB,2017-01-01 00:00:00,1.353
"Gambia, The",GMB,2017-01-01 00:00:00,1.741
Georgia,GEO,2017-01-01 00:00:00,0.809
Germany,DEU,2017-01-01 00:00:00,1.653
Ghana,GHA,2017-01-01 00:00:00,1.292
Gibraltar,GIB,2017-01-01 00:00:00,2.005
Greece,GRC,2017-01-01 00:00:00,0.642
Greenland,GRL,2017-01-01 00:00:00,1.21
Grenada,GRD,2017-01-01 00:00:00,0.92
Guadeloupe,GLP,2017-01-01 00:00:00,0.907
Guatemala,GTM,2017-01-01 00:00:00,1.069
Guinea,GIN,2017-01-01 00:00:00,1.522
Guinea-Bissau,GNB,2017-01-01 00:00:00,1.674
Guyana,GUY,2017-01-01 00:00:00,1.149
Haiti,HTI,2017-01-01 00:00:00,1.061
Holy See,VAT,2017-01-01 00:00:00,1.318
Honduras,HND,2017-01-01 00:00:00,1.034
Hungary,HUN,2017-01-01 00:00:00,1.336
Iceland,ISL,2017-01-01 00:00:00,1.694
India,IND,2017-01-01 00:00:00,0.966
Indonesia,IDN,2017-01-01 00:00:00,1.055
"Iran, Islamic Rep. of",IRN,2017-01-01 00:00:00,1.737
Iraq,IRQ,2017-01-01 00:00:00,1.572
Ireland,IRL,2017-01-01 00:00:00,1.264
Isle of Man,IMN,2017-01-01 00:00:00,1.367
Israel,ISR,2017-01-01 00:00:00,0.735
Italy,ITA,2017-01-01 00:00:00,1.606
Jamaica,JAM,2017-01-01 00:00:00,1.076
Japan,JPN,2017-01-01 00:00:00,0.796
Jordan,JOR,2017-01-01 00:00:00,0.92
"Kazakhstan, Rep. of",KAZ,2017-01-01 00:00:00,1.757
Kenya,KEN,2017-01-01 00:00:00,1.5
Kiribati,KIR,2017-01-01 00:00:00,1.041
"Korea, Dem. People's Rep. of",PRK,2017-01-01 00:00:00,1.593
"Korea, Rep. of",KOR,2017-01-01 00:00:00,1.459
Kuwait,KWT,2017-01-01 00:00:00,1.962
Kyrgyz Rep.,KGZ,2017-01-01 00:00:00,1.478
Lao People's Dem. Rep.,LAO,2017-01-01 00:00:00,1.243
Latvia,LVA,2017-01-01 00:00:00,1.503
Lebanon,LBN,2017-01-01 00:00:00,1.023
"Lesotho, Kingdom of",LSO,2017-01-01 00:00:00,1.215
Liberia,LBR,2017-01-01 00:00:00,1.539
Libya,LBY,2017-01-01 00:00:00,0.525
Liechtenstein,LIE,2017-01-01 00:00:00,1.795
Lithuania,LTU,2017-01-01 00:00:00,1.542
Luxembourg,LUX,2017-01-01 00:00:00,1.647
"Madagascar, Rep. of",MDG,2017-01-01 00:00:00,1.379
Malawi,MWI,2017-01-01 00:00:00,1.016
Malaysia,MYS,2017-01-01 00:00:00,1.419
Maldives,MDV,2017-01-01 00:00:00,1.126
Mali,MLI,2017-01-01 00:00:00,1.347
Malta,MLT,2017-01-01 00:00:00,1.224
"Marshall Islands, Rep. of the",MHL,2017-01-01 00:00:00,0.569
Martinique,MTQ,2017-01-01 00:00:00,0.8
"Mauritania, Islamic Rep. of",MRT,2017-01-01 00:00:00,2.141
Mauritius,MUS,2017-01-01 00:00:00,1.319
Mayotte,MYT,2017-01-01 00:00:00,1.04
Mexico,MEX,2017-01-01 00:00:00,1.629
"Micronesia, Federated States of",FSM,2017-01-01 00:00:00,0.877
"Moldova, Rep. of",MDA,2017-01-01 00:00:00,1.411
Monaco,MCO,2017-01-01 00:00:00,1.962
Mongolia,MNG,2017-01-01 00:00:00,2.493
Montenegro,MNE,2017-01-01 00:00:00,1.275
Montserrat,MSR,2017-01-01 00:00:00,0.958
Morocco,MAR,2017-01-01 00:00:00,2.131
"Mozambique, Rep. of",MOZ,2017-01-01 00:00:00,0.837
Myanmar,MMR,2017-01-01 00:00:00,1.328
Namibia,NAM,2017-01-01 00:00:00,0.818
Nepal,NPL,2017-01-01 00:00:00,1.071
"Netherlands, The",NLD,2017-01-01 00:00:00,1.731
New Caledonia,NCL,2017-01-01 00:00:00,1.768
New Zealand,NZL,2017-01-01 00:00:00,0.627
Nicaragua,NIC,2017-01-01 00:00:00,1.025
Niger,NER,2017-01-01 00:00:00,0.843
